0,1,2,3
1.0,0.9,0.08270630676027801,0.0554606964091624
0.9,1.0,0.22923685047890918,0.16810310630749425
0.08270630676027801,0.22923685047890918,1.0,0.9
0.0554606964091624,0.16810310630749425,0.9,1.0
