0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1.0,0.9,0.9,0.9,0.9,0.588363979629001,0.9,0.9,0.9,0.9,0.08050622093065618,0.9,0.9,0.9,0.08050622093065618,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.08050622093065618,0.9,0.9,0.8106574509581252,0.9,0.08050622093065618,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,1.0,0.9,0.9,0.9,0.7134038296771165,0.9,0.9,0.9,0.9,0.1387577036422698,0.9,0.9,0.9,0.1387577036422698,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.1387577036422698,0.9,0.9,0.9,0.9,0.1387577036422698,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7481361330199013,0.9,0.9,0.9,0.7481361330199013,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7481361330199013,0.9,0.9,0.9,0.9,0.7481361330199013,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.588363979629001,0.7134038296771165,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7272981618539491,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.08050622093065618,0.1387577036422698,0.7481361330199013,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.8176024046757708,0.9,0.9,0.9,0.9,0.9,0.9,0.7759226745224564,0.7411926380717376,0.6717262189263425,0.560579282896615,0.14764172122027208,0.9,0.9,0.9,0.9,0.4450598280008645,0.9,0.9,0.9,0.9,0.9,0.6230979460696118,0.595311515774424,0.588363979629001,0.9,0.7342446973923131,0.9
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8176024046757708,0.9,1.0,0.9,0.8176024046757708,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8176024046757708,0.9,0.9,0.9,0.9,0.8176024046757708,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.08050622093065618,0.1387577036422698,0.7481361330199013,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8176024046757708,0.9,1.0,0.9,0.9,0.9,0.9,0.7759226745224564,0.7411926380717376,0.6717262189263425,0.560579282896615,0.14764172122027208,0.9,0.9,0.9,0.9,0.4450598280008645,0.9,0.9,0.9,0.9,0.9,0.6230979460696118,0.595311515774424,0.588363979629001,0.9,0.7342446973923131,0.9
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7759226745224564,0.9,0.9,0.9,0.7759226745224564,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7759226745224564,0.9,0.9,0.9,0.9,0.7759226745224564,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7411926380717376,0.9,0.9,0.9,0.7411926380717376,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.7411926380717376,0.9,0.9,0.9,0.9,0.7411926380717376,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.6717262189263425,0.9,0.9,0.9,0.6717262189263425,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.6717262189263425,0.9,0.9,0.9,0.9,0.6717262189263425,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.560579282896615,0.9,0.9,0.9,0.560579282896615,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.560579282896615,0.9,0.9,0.9,0.9,0.560579282896615,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.9,0.9,0.9,0.7272981618539491,0.9,0.9,0.9,0.9,0.14764172122027208,0.9,0.9,0.9,0.14764172122027208,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.14764172122027208,0.9,0.9,0.9,0.9,0.14764172122027208,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.08050622093065618,0.1387577036422698,0.7481361330199013,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8176024046757708,0.9,0.9,0.9,0.9,0.9,0.9,0.7759226745224564,0.7411926380717376,0.6717262189263425,0.560579282896615,0.14764172122027208,0.9,0.9,0.9,1.0,0.4450598280008645,0.9,0.9,0.9,0.9,0.9,0.6230979460696118,0.595311515774424,0.588363979629001,0.9,0.7342446973923131,0.9
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.4450598280008645,0.9,0.9,0.9,0.4450598280008645,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.4450598280008645,1.0,0.9,0.9,0.9,0.4450598280008645,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
0.8106574509581252,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
