sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0,206;219;;300rounds;Yes;No;2;0,15100;0,84900;0,00000;0,49356;1,00000;ConcederNegotiationParty@0;boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.other.AC_Uncertain-negotiator.boaframework.opponentmodel.PerfectModel-negotiator.boaframework.omstrategy.NullStrategy_t@1;0.151;0.849;0.151;0.849;0.151;0.849;0.0;0.0;0.151;0.849;pie_A.xml;pie_B.xml
0,178;219;;300rounds;Yes;No;2;0,15300;0,84700;0,00000;0,49073;1,00000;boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.other.AC_Uncertain-negotiator.boaframework.opponentmodel.PerfectModel-negotiator.boaframework.omstrategy.NullStrategy_t@2;ConcederNegotiationParty@3;0.847;0.153;0.847;0.153;0.847;0.153;0.0;0.0;0.847;0.153;pie_A.xml;pie_B.xml
