sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0,087;81;;300rounds;Yes;Yes;2;0,64906;0,79629;0,00000;0,00000;1,44536;BoulwareNegotiationParty@0;boa-negotiator.boaframework.offeringstrategy.anac2012.TheNegotiatorReloaded_Offering-negotiator.boaframework.acceptanceconditions.anac2013.AC_InoxAgent-negotiator.boaframework.opponentmodel.BayesianModel_m-negotiator.boaframework.omstrategy.TheFawkes_OMS@1;1.0;0.8151053951696905;0.7962926191445933;0.6490624099985616;0.7962926191445933;0.6490624099985616;0.0;0.0;0.7962926191445933;0.6490624099985616;laptop_buyer_utility.xml;laptop_seller_utility.xml
0,095;110;;300rounds;Yes;Yes;2;0,53201;0,73318;0,00000;0,24258;1,26519;boa-negotiator.boaframework.offeringstrategy.anac2012.TheNegotiatorReloaded_Offering-negotiator.boaframework.acceptanceconditions.anac2013.AC_InoxAgent-negotiator.boaframework.opponentmodel.BayesianModel_m-negotiator.boaframework.omstrategy.TheFawkes_OMS@2;BoulwareNegotiationParty@3;0.725620106089855;1.0;0.5320112897330493;0.7331815715524967;0.5320112897330493;0.7331815715524967;0.0;0.0;0.5320112897330493;0.7331815715524967;laptop_buyer_utility.xml;laptop_seller_utility.xml
