sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0,710;294;;300rounds;Yes;No;2;0,01500;0,98500;0,00000;0,68589;1,00000;ConcederNegotiationParty@0;boa-negotiator.boaframework.offeringstrategy.anac2012.TheNegotiatorReloaded_Offering-negotiator.boaframework.acceptanceconditions.anac2013.AC_InoxAgent-negotiator.boaframework.opponentmodel.BayesianModel_m-negotiator.boaframework.omstrategy.TheFawkes_OMS@1;0.015;0.985;0.015;0.985;0.015;0.985;0.0;0.0;0.015;0.985;pie_A.xml;pie_B.xml
0,645;294;;300rounds;Yes;No;2;0,01700;0,98300;0,00000;0,68307;1,00000;boa-negotiator.boaframework.offeringstrategy.anac2012.TheNegotiatorReloaded_Offering-negotiator.boaframework.acceptanceconditions.anac2013.AC_InoxAgent-negotiator.boaframework.opponentmodel.BayesianModel_m-negotiator.boaframework.omstrategy.TheFawkes_OMS@2;ConcederNegotiationParty@3;0.983;0.017;0.983;0.017;0.983;0.017;0.0;0.0;0.983;0.017;pie_A.xml;pie_B.xml
