sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0,222;247;;300rounds;Yes;No;2;0,09800;0,90200;0,00000;0,56851;1,00000;ConcederNegotiationParty@0;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-negotiator.boaframework.acceptanceconditions.other.AC_Const_c-negotiator.boaframework.opponentmodel.WorstModel-negotiator.boaframework.omstrategy.BestBid_t@1;0.098;0.902;0.098;0.902;0.098;0.902;0.0;0.0;0.098;0.902;pie_A.xml;pie_B.xml
0,204;248;;300rounds;Yes;No;2;0,09800;0,90200;0,00000;0,56851;1,00000;boa-negotiator.boaframework.offeringstrategy.anac2011.HardHeaded_Offering-negotiator.boaframework.acceptanceconditions.other.AC_Const_c-negotiator.boaframework.opponentmodel.WorstModel-negotiator.boaframework.omstrategy.BestBid_t@2;ConcederNegotiationParty@3;0.902;0.098;0.902;0.098;0.902;0.098;0.0;0.0;0.902;0.098;pie_A.xml;pie_B.xml
