1,1,0.01639344262295082,boa-negotiator.boaframework.offeringstrategy.anac2010.AgentK_Offering-negotiator.boaframework.acceptanceconditions.anac2010.AC_AgentK-C..Users.DANIEL.Desktop.Universidad.Master.NARC.negociacion.out.production.negociacion.es.upv.opponentmodel.SimpleFrequencyModel-negotiator.boaframework.omstrategy.NTFTstrategy@0,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
1,2,0.01639344262295082,CounterOfferHumanNegotiationParty@1,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Water and Soap])
