sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Agent 4;Utility 1;Utility 2;Utility 3;Utility 4;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Disc. Util. 4;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;Perceived. Util. 4;User Bother 1;User Bother 2;User Bother 3;User Bother 4;User Util. 1;User Util. 2;User Util. 3;User Util. 4;Profile 1;Profile 2;Profile 3;Profile 4
;17;Session genius.core.session.Session@19c3a1cf failed: Failed to execute protocol: null:[negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentConceder, agents.TimeDependentAgentConceder, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class];60rounds;No;;0;;;;;;RandomCounterOfferNegotiationParty;TimeDependentAgentConceder;TimeDependentAgentConceder;TitForTatAgentTB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;56;Session genius.core.session.Session@338ffe13 failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentConceder, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class];60rounds;No;;0;;;;;;TitForTatAgentTB;RandomCounterOfferNegotiationParty;TimeDependentAgentConceder;TitForTatAgentTB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;31;Session genius.core.session.Session@52049eae failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentConceder, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;RandomCounterOfferNegotiationParty;TimeDependentAgentConceder;TitForTatAgentTB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;4;Session genius.core.session.Session@4044bcc2 failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentConceder, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class];60rounds;No;;0;;;;;;TimeDependentAgentConceder;RandomCounterOfferNegotiationParty;TimeDependentAgentConceder;TitForTatAgentTB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;56;Session genius.core.session.Session@5bb9a9df failed: Failed to execute protocol: null:[negotiator.parties.RandomCounterOfferNegotiationParty, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentConceder, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class];60rounds;No;;0;;;;;;RandomCounterOfferNegotiationParty;RandomCounterOfferNegotiationParty;TimeDependentAgentConceder;TitForTatAgentTB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0,162;61;;60rounds;No;No;1;0,00000;0,00000;1,36280;1,58071;0,00000;TitForTatAgentTB@266;TitForTatAgentTB@267;RandomCounterOfferNegotiationParty@268;TitForTatAgentTB@269;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;4;Session genius.core.session.Session@9ce335a failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, negotiator.parties.RandomCounterOfferNegotiationParty, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;TitForTatAgentTB;RandomCounterOfferNegotiationParty;TitForTatAgentTB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;4;Session genius.core.session.Session@6be9b138 failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, negotiator.parties.RandomCounterOfferNegotiationParty, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class];60rounds;No;;0;;;;;;TimeDependentAgentConceder;TitForTatAgentTB;RandomCounterOfferNegotiationParty;TitForTatAgentTB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0,155;61;;60rounds;No;No;1;0,00000;0,00000;1,36280;1,58071;0,00000;RandomCounterOfferNegotiationParty@278;TitForTatAgentTB@279;RandomCounterOfferNegotiationParty@280;TitForTatAgentTB@281;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;3;Session genius.core.session.Session@76771f8d failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware, negotiator.parties.RandomCounterOfferNegotiationParty, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class];60rounds;No;;0;;;;;;TitForTatAgentTB;TimeDependentAgentBoulware;RandomCounterOfferNegotiationParty;TitForTatAgentTB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;29;Session genius.core.session.Session@269da610 failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware, negotiator.parties.RandomCounterOfferNegotiationParty, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;TimeDependentAgentBoulware;RandomCounterOfferNegotiationParty;TitForTatAgentTB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;5;Session genius.core.session.Session@a66b29e failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware, negotiator.parties.RandomCounterOfferNegotiationParty, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class];60rounds;No;;0;;;;;;TimeDependentAgentConceder;TimeDependentAgentBoulware;RandomCounterOfferNegotiationParty;TitForTatAgentTB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;56;Session genius.core.session.Session@42ed5065 failed: Failed to execute protocol: null:[negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware, negotiator.parties.RandomCounterOfferNegotiationParty, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class];60rounds;No;;0;;;;;;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;RandomCounterOfferNegotiationParty;TitForTatAgentTB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;4;Session genius.core.session.Session@23057ef6 failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder, negotiator.parties.RandomCounterOfferNegotiationParty, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class];60rounds;No;;0;;;;;;TitForTatAgentTB;TimeDependentAgentConceder;RandomCounterOfferNegotiationParty;TitForTatAgentTB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;50;Session genius.core.session.Session@19c05cb9 failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, agents.TimeDependentAgentConceder, negotiator.parties.RandomCounterOfferNegotiationParty, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;TimeDependentAgentConceder;RandomCounterOfferNegotiationParty;TitForTatAgentTB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;10;Session genius.core.session.Session@8afe09a failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, agents.TimeDependentAgentConceder, negotiator.parties.RandomCounterOfferNegotiationParty, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class];60rounds;No;;0;;;;;;TimeDependentAgentConceder;TimeDependentAgentConceder;RandomCounterOfferNegotiationParty;TitForTatAgentTB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;56;Session genius.core.session.Session@22754471 failed: Failed to execute protocol: null:[negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentConceder, negotiator.parties.RandomCounterOfferNegotiationParty, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class];60rounds;No;;0;;;;;;RandomCounterOfferNegotiationParty;TimeDependentAgentConceder;RandomCounterOfferNegotiationParty;TitForTatAgentTB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0,157;58;;60rounds;Yes;No;4;0,35555;0,84833;0,00000;0,49549;2,82550;TitForTatAgentTB@314;RandomCounterOfferNegotiationParty@315;RandomCounterOfferNegotiationParty@316;TitForTatAgentTB@317;0.8483333333333333;0.35554541739067247;0.7882933303767473;0.8333325250000001;0.8483333333333333;0.35554541739067247;0.7882933303767473;0.8333325250000001;0.8483333333333333;0.35554541739067247;0.7882933303767473;0.8333325250000001;0.0;0.0;0.0;0.0;0.8483333333333333;0.35554541739067247;0.7882933303767473;0.8333325250000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
0,160;56;;60rounds;Yes;No;4;0,27242;0,93333;0,00000;0,59100;2,74402;TimeDependentAgentBoulware@318;RandomCounterOfferNegotiationParty@319;RandomCounterOfferNegotiationParty@320;TitForTatAgentTB@321;0.9333333333333335;0.272417371656159;0.6454145203398582;0.89285635;0.9333333333333335;0.272417371656159;0.6454145203398582;0.89285635;0.0;0.272417371656159;0.6454145203398582;0.89285635;0.0;0.0;0.0;0.0;0.9333333333333335;0.272417371656159;0.6454145203398582;0.89285635;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;4;Session genius.core.session.Session@2ed931d4 failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, negotiator.parties.RandomCounterOfferNegotiationParty, negotiator.parties.RandomCounterOfferNegotiationParty, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class];60rounds;No;;0;;;;;;TimeDependentAgentConceder;RandomCounterOfferNegotiationParty;RandomCounterOfferNegotiationParty;TitForTatAgentTB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0,149;56;;60rounds;Yes;No;4;0,21714;0,84701;0,07063;0,67228;2,53332;RandomCounterOfferNegotiationParty@326;RandomCounterOfferNegotiationParty@327;RandomCounterOfferNegotiationParty@328;TitForTatAgentTB@329;0.6358333333333334;0.2171411453493089;0.8470116304050079;0.8333325250000001;0.6358333333333334;0.2171411453493089;0.8470116304050079;0.8333325250000001;0.6358333333333334;0.2171411453493089;0.8470116304050079;0.8333325250000001;0.0;0.0;0.0;0.0;0.6358333333333334;0.2171411453493089;0.8470116304050079;0.8333325250000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;3;Session genius.core.session.Session@4a318e5a failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TitForTatAgentTB;TitForTatAgentTB;TitForTatAgentTB;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;47;Session genius.core.session.Session@671aa128 failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;TitForTatAgentTB;TitForTatAgentTB;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;33;Session genius.core.session.Session@2d5cfe8 failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentConceder;TitForTatAgentTB;TitForTatAgentTB;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0,151;61;;60rounds;No;No;2;0,00000;0,00000;1,36280;1,58071;0,00000;RandomCounterOfferNegotiationParty@342;TitForTatAgentTB@343;TitForTatAgentTB@344;TimeDependentAgentBoulware@345;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;3;Session genius.core.session.Session@7c3da103 failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TitForTatAgentTB;TimeDependentAgentBoulware;TitForTatAgentTB;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;40;Session genius.core.session.Session@612b9739 failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;TimeDependentAgentBoulware;TitForTatAgentTB;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;12;Session genius.core.session.Session@2ebe25e3 failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentConceder;TimeDependentAgentBoulware;TitForTatAgentTB;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;54;Session genius.core.session.Session@62314fe0 failed: Failed to execute protocol: null:[negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;TitForTatAgentTB;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;3;Session genius.core.session.Session@7e4d6064 failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TitForTatAgentTB;TimeDependentAgentConceder;TitForTatAgentTB;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;40;Session genius.core.session.Session@54add788 failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, agents.TimeDependentAgentConceder, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;TimeDependentAgentConceder;TitForTatAgentTB;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;3;Session genius.core.session.Session@46bb8fc5 failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, agents.TimeDependentAgentConceder, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentConceder;TimeDependentAgentConceder;TitForTatAgentTB;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;3;Session genius.core.session.Session@662dbcda failed: Failed to execute protocol: null:[negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentConceder, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;RandomCounterOfferNegotiationParty;TimeDependentAgentConceder;TitForTatAgentTB;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;44;Session genius.core.session.Session@11c4fd6d failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, negotiator.parties.RandomCounterOfferNegotiationParty, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TitForTatAgentTB;RandomCounterOfferNegotiationParty;TitForTatAgentTB;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;6;Session genius.core.session.Session@3a26cbed failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, negotiator.parties.RandomCounterOfferNegotiationParty, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;RandomCounterOfferNegotiationParty;TitForTatAgentTB;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;14;Session genius.core.session.Session@3ca710fd failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, negotiator.parties.RandomCounterOfferNegotiationParty, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentConceder;RandomCounterOfferNegotiationParty;TitForTatAgentTB;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;3;Session genius.core.session.Session@58227a2e failed: Failed to execute protocol: null:[negotiator.parties.RandomCounterOfferNegotiationParty, negotiator.parties.RandomCounterOfferNegotiationParty, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;RandomCounterOfferNegotiationParty;RandomCounterOfferNegotiationParty;TitForTatAgentTB;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;55;Session genius.core.session.Session@15f3d145 failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TitForTatAgentTB;TitForTatAgentTB;TimeDependentAgentBoulware;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;44;Session genius.core.session.Session@598c1e11 failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;TitForTatAgentTB;TimeDependentAgentBoulware;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;44;Session genius.core.session.Session@257c3984 failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentConceder;TitForTatAgentTB;TimeDependentAgentBoulware;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;56;Session genius.core.session.Session@40111284 failed: Failed to execute protocol: null:[negotiator.parties.RandomCounterOfferNegotiationParty, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;RandomCounterOfferNegotiationParty;TitForTatAgentTB;TimeDependentAgentBoulware;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;3;Session genius.core.session.Session@11879673 failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TitForTatAgentTB;TimeDependentAgentBoulware;TimeDependentAgentBoulware;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;40;Session genius.core.session.Session@124024da failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;TimeDependentAgentBoulware;TimeDependentAgentBoulware;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;12;Session genius.core.session.Session@5a8d9124 failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentConceder;TimeDependentAgentBoulware;TimeDependentAgentBoulware;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;51;Session genius.core.session.Session@5ec0a813 failed: Failed to execute protocol: null:[negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;TimeDependentAgentBoulware;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;19;Session genius.core.session.Session@7b878dc6 failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TitForTatAgentTB;TimeDependentAgentConceder;TimeDependentAgentBoulware;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;31;Session genius.core.session.Session@44018f97 failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;TimeDependentAgentConceder;TimeDependentAgentBoulware;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
