sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Agent 4;Utility 1;Utility 2;Utility 3;Utility 4;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Disc. Util. 4;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;Perceived. Util. 4;User Bother 1;User Bother 2;User Bother 3;User Bother 4;User Util. 1;User Util. 2;User Util. 3;User Util. 4;Profile 1;Profile 2;Profile 3;Profile 4
;7;Session genius.core.session.Session@1fda2734 failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentConceder;TimeDependentAgentConceder;TimeDependentAgentBoulware;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;15;Session genius.core.session.Session@3caa4c28 failed: Failed to execute protocol: null:[negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;RandomCounterOfferNegotiationParty;TimeDependentAgentConceder;TimeDependentAgentBoulware;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;40;Session genius.core.session.Session@61545ec7 failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TitForTatAgentTB;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;44;Session genius.core.session.Session@3ea6ac3 failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;37;Session genius.core.session.Session@6949d374 failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentConceder;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;54;Session genius.core.session.Session@50afb667 failed: Failed to execute protocol: null:[negotiator.parties.RandomCounterOfferNegotiationParty, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;RandomCounterOfferNegotiationParty;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;17;Session genius.core.session.Session@419f3ddb failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TitForTatAgentTB;TitForTatAgentTB;TimeDependentAgentConceder;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;20;Session genius.core.session.Session@4b38ae54 failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;TitForTatAgentTB;TimeDependentAgentConceder;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;7;Session genius.core.session.Session@be6a2c3 failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentConceder;TitForTatAgentTB;TimeDependentAgentConceder;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;17;Session genius.core.session.Session@564c147b failed: Failed to execute protocol: null:[negotiator.parties.RandomCounterOfferNegotiationParty, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;RandomCounterOfferNegotiationParty;TitForTatAgentTB;TimeDependentAgentConceder;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;3;Session genius.core.session.Session@36656258 failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TitForTatAgentTB;TimeDependentAgentBoulware;TimeDependentAgentConceder;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;31;Session genius.core.session.Session@44da55fe failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;TimeDependentAgentBoulware;TimeDependentAgentConceder;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;12;Session genius.core.session.Session@72036ed2 failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentConceder;TimeDependentAgentBoulware;TimeDependentAgentConceder;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;31;Session genius.core.session.Session@15370ca4 failed: Failed to execute protocol: null:[negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware, agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;TimeDependentAgentConceder;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;3;Session genius.core.session.Session@6ac8551f failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder, agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TitForTatAgentTB;TimeDependentAgentConceder;TimeDependentAgentConceder;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;5;Session genius.core.session.Session@cb1a763 failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, agents.TimeDependentAgentConceder, agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;TimeDependentAgentConceder;TimeDependentAgentConceder;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;5;Session genius.core.session.Session@214ed87d failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, agents.TimeDependentAgentConceder, agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentConceder;TimeDependentAgentConceder;TimeDependentAgentConceder;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;5;Session genius.core.session.Session@2c85b120 failed: Failed to execute protocol: null:[negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentConceder, agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;RandomCounterOfferNegotiationParty;TimeDependentAgentConceder;TimeDependentAgentConceder;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;12;Session genius.core.session.Session@15163f75 failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TitForTatAgentTB;RandomCounterOfferNegotiationParty;TimeDependentAgentConceder;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;4;Session genius.core.session.Session@4dc76648 failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;RandomCounterOfferNegotiationParty;TimeDependentAgentConceder;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;6;Session genius.core.session.Session@32cd26eb failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentConceder;RandomCounterOfferNegotiationParty;TimeDependentAgentConceder;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;12;Session genius.core.session.Session@3859a035 failed: Failed to execute protocol: null:[negotiator.parties.RandomCounterOfferNegotiationParty, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;RandomCounterOfferNegotiationParty;RandomCounterOfferNegotiationParty;TimeDependentAgentConceder;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;56;Session genius.core.session.Session@7e5f37a8 failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TitForTatAgentTB;TitForTatAgentTB;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;51;Session genius.core.session.Session@3f8b7f2e failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;TitForTatAgentTB;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;47;Session genius.core.session.Session@321b3722 failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentConceder;TitForTatAgentTB;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;56;Session genius.core.session.Session@20cd49d8 failed: Failed to execute protocol: null:[negotiator.parties.RandomCounterOfferNegotiationParty, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;RandomCounterOfferNegotiationParty;TitForTatAgentTB;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;3;Session genius.core.session.Session@49cd0f7e failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TitForTatAgentTB;TimeDependentAgentBoulware;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;40;Session genius.core.session.Session@6c03723d failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;TimeDependentAgentBoulware;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;12;Session genius.core.session.Session@250ea337 failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentConceder;TimeDependentAgentBoulware;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;56;Session genius.core.session.Session@3a2f7300 failed: Failed to execute protocol: null:[negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;3;Session genius.core.session.Session@35912fc0 failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TitForTatAgentTB;TimeDependentAgentConceder;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;40;Session genius.core.session.Session@5de5f8d4 failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, agents.TimeDependentAgentConceder, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;TimeDependentAgentConceder;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;12;Session genius.core.session.Session@687a1ee7 failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, agents.TimeDependentAgentConceder, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentConceder;TimeDependentAgentConceder;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;56;Session genius.core.session.Session@4b78ad6b failed: Failed to execute protocol: null:[negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentConceder, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;RandomCounterOfferNegotiationParty;TimeDependentAgentConceder;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;56;Session genius.core.session.Session@4876bc0 failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, negotiator.parties.RandomCounterOfferNegotiationParty, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TitForTatAgentTB;RandomCounterOfferNegotiationParty;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;44;Session genius.core.session.Session@39e942c8 failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, negotiator.parties.RandomCounterOfferNegotiationParty, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;RandomCounterOfferNegotiationParty;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;30;Session genius.core.session.Session@6fff8d4d failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, negotiator.parties.RandomCounterOfferNegotiationParty, negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware];60rounds;No;;0;;;;;;TimeDependentAgentConceder;RandomCounterOfferNegotiationParty;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
0,132;56;;60rounds;Yes;No;4;0,51283;0,66344;0,23714;0,42167;2,41864;RandomCounterOfferNegotiationParty@582;RandomCounterOfferNegotiationParty@583;RandomCounterOfferNegotiationParty@584;TimeDependentAgentBoulware@585;0.6233333333333334;0.5128260746348032;0.6634382966783233;0.61904705;0.6233333333333334;0.5128260746348032;0.6634382966783233;0.61904705;0.6233333333333334;0.5128260746348032;0.6634382966783233;0.0;0.0;0.0;0.0;0.0;0.6233333333333334;0.5128260746348032;0.6634382966783233;0.61904705;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
;40;Session genius.core.session.Session@4cde4e9f failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder];60rounds;No;;0;;;;;;TitForTatAgentTB;TitForTatAgentTB;TitForTatAgentTB;TimeDependentAgentConceder;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;7;Session genius.core.session.Session@76366249 failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;TitForTatAgentTB;TitForTatAgentTB;TimeDependentAgentConceder;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;3;Session genius.core.session.Session@14431ced failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder];60rounds;No;;0;;;;;;TimeDependentAgentConceder;TitForTatAgentTB;TitForTatAgentTB;TimeDependentAgentConceder;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;3;Session genius.core.session.Session@5368c715 failed: Failed to execute protocol: null:[negotiator.parties.RandomCounterOfferNegotiationParty, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder];60rounds;No;;0;;;;;;RandomCounterOfferNegotiationParty;TitForTatAgentTB;TitForTatAgentTB;TimeDependentAgentConceder;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;4;Session genius.core.session.Session@343eb2a6 failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentBoulware, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder];60rounds;No;;0;;;;;;TitForTatAgentTB;TimeDependentAgentBoulware;TitForTatAgentTB;TimeDependentAgentConceder;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;5;Session genius.core.session.Session@69424195 failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, agents.TimeDependentAgentBoulware, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;TimeDependentAgentBoulware;TitForTatAgentTB;TimeDependentAgentConceder;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;5;Session genius.core.session.Session@5614a570 failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, agents.TimeDependentAgentBoulware, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder];60rounds;No;;0;;;;;;TimeDependentAgentConceder;TimeDependentAgentBoulware;TitForTatAgentTB;TimeDependentAgentConceder;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;53;Session genius.core.session.Session@3315a8cd failed: Failed to execute protocol: null:[negotiator.parties.RandomCounterOfferNegotiationParty, agents.TimeDependentAgentBoulware, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder];60rounds;No;;0;;;;;;RandomCounterOfferNegotiationParty;TimeDependentAgentBoulware;TitForTatAgentTB;TimeDependentAgentConceder;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;3;Session genius.core.session.Session@16aa86dc failed: Failed to execute protocol: null:[C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder];60rounds;No;;0;;;;;;TitForTatAgentTB;TimeDependentAgentConceder;TitForTatAgentTB;TimeDependentAgentConceder;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;3;Session genius.core.session.Session@5941c96 failed: Failed to execute protocol: null:[agents.TimeDependentAgentBoulware, agents.TimeDependentAgentConceder, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder];60rounds;No;;0;;;;;;TimeDependentAgentBoulware;TimeDependentAgentConceder;TitForTatAgentTB;TimeDependentAgentConceder;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
;3;Session genius.core.session.Session@6258f1ec failed: Failed to execute protocol: null:[agents.TimeDependentAgentConceder, agents.TimeDependentAgentConceder, C:\Users\DANIEL\Desktop\Universidad\Master\NARC\negociacion\out\production\negociacion\TitForTatAgentTB.class, agents.TimeDependentAgentConceder];60rounds;No;;0;;;;;;TimeDependentAgentConceder;TimeDependentAgentConceder;TitForTatAgentTB;TimeDependentAgentConceder;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;party1_utility;party2_utility;party3_utility;party4_utility
