sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0,013;8;;300rounds;Yes;Yes;2;0,83484;0,92256;0,00000;0,19082;1,75740;ConcederNegotiationParty@0;boa-negotiator.boaframework.offeringstrategy.anac2011.IAMhaggler2011_Offering-negotiator.boaframework.acceptanceconditions.anac2011.AC_IAMHaggler2011-negotiator.boaframework.opponentmodel.BayesianModel_m-negotiator.boaframework.omstrategy.TheFawkes_OMS@1;0.851647611783233;0.9411329008630686;0.8348410455080038;0.9225604158900468;0.8348410455080038;0.9225604158900468;0.0;0.0;0.8348410455080038;0.9225604158900468;laptop_buyer_utility.xml;laptop_seller_utility.xml
0,227;10;;300rounds;Yes;Yes;2;0,85191;0,85191;0,00000;0,13555;1,70382;boa-negotiator.boaframework.offeringstrategy.anac2011.IAMhaggler2011_Offering-negotiator.boaframework.acceptanceconditions.anac2011.AC_IAMHaggler2011-negotiator.boaframework.opponentmodel.BayesianModel_m-negotiator.boaframework.omstrategy.TheFawkes_OMS@2;ConcederNegotiationParty@3;0.8740242984783759;0.874024298478376;0.8519109179813733;0.8519109179813734;0.8519109179813733;0.8519109179813734;0.0;0.0;0.8519109179813733;0.8519109179813734;laptop_buyer_utility.xml;laptop_seller_utility.xml
